Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
50.0,127111,106851,436,35,4,2.81,60,0.25,PhD,Full-time,Single,Yes,Yes,Business,No,0
51.0,145907,39764,419,18,1,18.86,36,0.76,Bachelor's,Unemployed,Divorced,Yes,No,Home,Yes,0
18.0,20651,216531,490,8,2,6.35,36,0.27,Master's,Unemployed,Single,Yes,No,Business,No,1
41.0,121355,164228,847,58,1,3.25,24,0.37,High School,Part-time,Divorced,No,No,Auto,Yes,1
21.0,53932,164288,524,44,4,22.41,36,0.38,Master's,Part-time,Married,No,No,Other,Yes,1
22.0,19489,49314,648,119,4,13.27,60,0.41,Master's,Self-employed,Divorced,No,No,Other,Yes,0
57.0,92644,56260,789,8,1,20.56,24,0.62,PhD,Unemployed,Married,Yes,Yes,Auto,No,0
40.0,43004,127286,423,36,4,15.03,12,0.38,High School,Unemployed,Divorced,No,Yes,Auto,No,1
24.0,134121,185426,592,118,3,20.24,24,0.65,High School,Self-employed,Single,No,No,Education,No,1
53.0,74510,17268,478,40,1,6.36,24,0.38,High School,Part-time,Divorced,No,Yes,Auto,Yes,0
18.0,74673,229192,332,6,4,22.53,36,0.64,Master's,Unemployed,Divorced,No,Yes,Other,Yes,1
63.0,44398,231385,573,40,2,8.01,48,0.58,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0
35.0,16344,166771,436,85,1,14.91,48,0.89,High School,Full-time,Single,Yes,No,Other,Yes,1
41.0,54376,74431,652,41,1,3.67,60,0.31,Master's,Part-time,Divorced,Yes,No,Business,Yes,0
34.0,72763,23789,334,110,3,22.28,24,0.84,PhD,Unemployed,Divorced,Yes,No,Other,No,0
18.0,66459,238260,826,88,4,14.67,60,0.84,High School,Unemployed,Divorced,Yes,Yes,Business,No,1
25.0,68458,231099,821,102,4,17.21,60,0.74,Master's,Part-time,Married,No,No,Home,No,0
20.0,149686,22728,405,87,1,9.63,48,0.15,Master's,Self-employed,Divorced,No,No,Other,Yes,0
34.0,118163,214327,362,105,3,3.93,60,0.85,High School,Part-time,Single,No,No,Education,Yes,0
66.0,92645,204531,770,83,1,10.44,48,0.22,PhD,Full-time,Divorced,Yes,Yes,Business,Yes,0
44.0,47292,237742,418,16,4,22.56,12,0.71,Bachelor's,Unemployed,Married,Yes,No,Other,No,1
56.0,131196,169698,536,111,3,21.09,36,0.81,PhD,Self-employed,Single,Yes,Yes,Business,No,0
33.0,143486,8092,598,29,1,20.22,60,0.7,High School,Part-time,Single,Yes,No,Business,Yes,0
27.0,75667,238898,485,72,4,14.83,60,0.77,High School,Unemployed,Divorced,No,No,Business,No,0
21.0,70641,194719,471,43,2,23.72,24,0.13,High School,Part-time,Single,Yes,No,Education,No,1
22.0,125533,67593,500,6,3,13.44,36,0.45,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes,0
23.0,59199,53045,763,74,2,9.38,60,0.17,PhD,Unemployed,Divorced,Yes,No,Business,No,1
68.0,35615,175264,318,106,1,7.42,48,0.74,Bachelor's,Full-time,Married,Yes,Yes,Education,No,0
40.0,136932,44554,810,64,1,7.38,24,0.41,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
58.0,100193,207894,303,8,3,17.88,36,0.73,High School,Part-time,Married,Yes,Yes,Business,No,0
41.0,32801,39394,810,0,2,23.14,12,0.23,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,0
52.0,57275,223903,645,17,3,23.53,60,0.58,High School,Full-time,Single,Yes,Yes,Business,Yes,1
48.0,93475,123827,743,109,1,17.77,48,0.32,Bachelor's,Unemployed,Divorced,No,Yes,Auto,No,0
23.0,102940,62483,387,9,2,8.94,24,0.77,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,0
66.0,77161,145327,325,110,4,14.59,36,0.43,High School,Self-employed,Married,No,No,Education,No,0
20.0,34862,159368,757,1,4,23.16,48,0.64,High School,Part-time,Married,Yes,No,Home,No,1
32.0,54529,136078,494,80,2,15.86,24,0.49,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,1
40.0,51561,25371,587,20,2,21.64,24,0.17,Master's,Part-time,Divorced,Yes,No,Education,Yes,1
23.0,18963,84792,317,65,3,21.46,24,0.33,PhD,Unemployed,Divorced,Yes,No,Auto,No,1
34.0,24828,227590,402,76,1,15.69,60,0.12,PhD,Full-time,Divorced,No,Yes,Other,Yes,1
27.0,43497,142852,787,115,2,22.86,12,0.24,Master's,Unemployed,Single,Yes,No,Business,Yes,1
63.0,81283,35569,563,75,4,14.18,36,0.63,PhD,Self-employed,Divorced,Yes,No,Home,Yes,0
50.0,37767,139180,461,105,4,15.96,36,0.63,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0
45.0,112962,218882,582,119,2,4.44,36,0.76,Bachelor's,Part-time,Single,No,No,Other,Yes,0
46.0,102056,38617,398,91,3,11.75,36,0.26,Bachelor's,Full-time,Single,No,Yes,Education,Yes,0
32.0,48232,220090,357,119,2,22.45,24,0.64,PhD,Full-time,Divorced,Yes,Yes,Business,Yes,0
31.0,75962,39338,626,0,4,8.64,36,0.53,Master's,Unemployed,Married,No,Yes,Other,Yes,1
35.0,37272,235899,744,79,4,20.72,60,0.89,Master's,Full-time,Married,No,Yes,Other,No,1
61.0,146241,67497,644,65,3,15.18,36,0.66,Bachelor's,Part-time,Single,Yes,No,Business,Yes,0
26.0,71416,46870,632,58,2,12.27,36,0.59,High School,Self-employed,Married,Yes,Yes,Education,Yes,0
35.0,34838,247464,745,13,4,10.56,36,0.22,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
46.0,71283,190386,626,9,1,23.59,12,0.66,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,1
64.0,132894,249059,738,16,1,10.06,48,0.63,High School,Part-time,Single,No,Yes,Auto,Yes,0
38.0,84625,190316,816,101,1,15.17,12,0.41,PhD,Part-time,Married,Yes,No,Education,Yes,0
48.0,25695,156879,762,70,2,10.41,48,0.2,High School,Unemployed,Single,Yes,No,Other,Yes,1
29.0,143310,9255,535,36,3,23.3,36,0.75,PhD,Unemployed,Single,Yes,No,Home,No,1
65.0,122093,17143,761,95,1,20.93,60,0.55,Master's,Part-time,Divorced,Yes,No,Other,No,0
61.0,37016,231295,358,103,4,7.46,36,0.53,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
61.0,137669,229035,364,61,3,21.08,36,0.73,Bachelor's,Full-time,Married,Yes,Yes,Other,No,1
20.0,56098,62099,721,116,3,21.76,60,0.79,High School,Self-employed,Single,No,Yes,Business,Yes,1
18.0,129809,167536,653,5,4,9.97,48,0.25,Bachelor's,Self-employed,Married,No,No,Home,No,0
60.0,121717,85406,622,2,1,21.7,36,0.69,Bachelor's,Part-time,Single,No,No,Home,Yes,0
31.0,29075,112006,547,103,2,15.45,60,0.66,High School,Full-time,Married,No,No,Education,Yes,1
47.0,97728,166096,638,24,3,16.6,24,0.11,Bachelor's,Self-employed,Married,Yes,No,Education,No,0
22.0,93050,172505,772,57,3,8.67,36,0.46,PhD,Full-time,Married,No,No,Auto,No,0
57.0,66251,192917,700,91,2,17.28,24,0.78,Master's,Self-employed,Single,No,No,Other,Yes,1
49.0,39312,141702,840,12,2,18.01,24,0.18,High School,Unemployed,Divorced,Yes,Yes,Other,No,1
57.0,53999,230373,502,4,4,3.59,24,0.61,Bachelor's,Self-employed,Single,Yes,No,Other,No,1
32.0,52803,48362,655,12,4,23.09,36,0.39,High School,Full-time,Single,Yes,No,Other,Yes,0
37.0,99153,58164,652,88,3,19.0,60,0.17,High School,Full-time,Divorced,No,Yes,Other,Yes,0
26.0,76885,114339,421,119,1,2.3,36,0.85,Bachelor's,Self-employed,Married,No,No,Other,No,1
21.0,16950,131155,351,108,2,19.85,36,0.13,PhD,Unemployed,Married,No,No,Home,No,1
64.0,30235,31520,475,19,2,9.85,24,0.36,High School,Part-time,Married,Yes,Yes,Business,No,1
62.0,113356,60851,594,95,3,8.64,24,0.67,Bachelor's,Full-time,Married,No,Yes,Other,Yes,0
25.0,124565,154366,728,60,4,3.29,24,0.46,PhD,Unemployed,Married,No,Yes,Education,Yes,1
63.0,125452,26967,673,58,1,23.0,12,0.29,High School,Unemployed,Married,No,No,Other,Yes,0
36.0,24468,33799,325,25,2,5.21,36,0.23,High School,Part-time,Single,No,No,Business,Yes,0
25.0,77550,244632,583,5,2,3.66,60,0.57,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,1
51.0,63684,68824,809,21,4,10.97,12,0.36,High School,Full-time,Married,No,No,Other,No,1
32.0,52754,199348,536,45,4,4.41,12,0.55,High School,Self-employed,Single,No,Yes,Education,No,0
29.0,130257,212023,713,34,2,21.73,12,0.25,Bachelor's,Part-time,Divorced,Yes,Yes,Other,No,0
25.0,54879,202370,401,30,3,22.8,36,0.69,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,1
60.0,136282,168548,543,72,2,23.64,36,0.61,High School,Full-time,Single,Yes,No,Auto,Yes,0
49.0,40599,215656,533,12,4,12.78,60,0.64,High School,Unemployed,Single,No,Yes,Auto,No,1
35.0,26353,246924,660,60,4,8.6,36,0.17,Master's,Unemployed,Single,Yes,Yes,Education,No,1
37.0,78946,167982,487,52,3,11.07,12,0.64,PhD,Full-time,Divorced,Yes,No,Home,No,0
30.0,85861,165759,368,41,3,22.83,24,0.89,PhD,Full-time,Divorced,No,No,Business,No,1
19.0,25191,190971,588,83,1,17.7,60,0.58,Master's,Full-time,Married,Yes,No,Auto,No,1
57.0,37951,149824,399,98,3,23.95,48,0.21,PhD,Part-time,Divorced,No,No,Education,No,1
21.0,77785,10349,425,56,3,4.5,48,0.14,Master's,Self-employed,Divorced,Yes,No,Home,Yes,1
27.0,22572,114723,420,10,3,6.47,60,0.64,High School,Part-time,Single,No,Yes,Business,No,1
35.0,16156,200367,505,17,2,9.16,48,0.38,PhD,Unemployed,Single,Yes,No,Education,No,0
29.0,64073,114505,655,46,4,22.71,36,0.76,Bachelor's,Self-employed,Divorced,No,No,Business,No,0
20.0,67530,29064,579,113,4,11.73,48,0.29,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
23.0,90864,242157,633,46,3,6.46,12,0.53,High School,Self-employed,Single,No,Yes,Business,Yes,0
42.0,117405,207930,332,62,2,15.65,60,0.35,High School,Part-time,Divorced,Yes,No,Other,Yes,1
22.0,24191,11711,824,59,4,17.95,12,0.79,High School,Self-employed,Single,No,Yes,Business,Yes,1
20.0,22414,112381,564,39,2,11.4,48,0.89,Master's,Self-employed,Divorced,No,No,Other,No,1
36.0,18738,128392,702,89,4,11.27,36,0.87,High School,Self-employed,Single,No,No,Business,Yes,1
45.0,131698,240304,466,30,4,8.27,48,0.28,PhD,Unemployed,Divorced,Yes,No,Education,No,0
35.0,46412,133835,321,99,1,12.75,48,0.37,High School,Self-employed,Divorced,No,Yes,Home,Yes,0
29.0,23258,65787,504,26,1,11.59,12,0.87,Bachelor's,Full-time,Married,Yes,Yes,Business,No,0
54.0,27080,168885,435,24,4,4.53,24,0.37,PhD,Unemployed,Married,Yes,Yes,Business,Yes,1
66.0,147545,173691,376,12,4,5.06,36,0.37,High School,Unemployed,Married,No,Yes,Other,Yes,0
59.0,20276,234551,834,61,2,20.76,60,0.46,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,1
22.0,21927,242958,825,46,3,23.86,60,0.51,PhD,Unemployed,Divorced,Yes,No,Education,No,1
34.0,104980,183822,670,84,2,19.41,60,0.28,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,1
35.0,27438,13701,632,9,3,7.74,12,0.72,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,0
23.0,18154,34056,751,36,4,8.97,48,0.7,Master's,Self-employed,Divorced,No,Yes,Education,Yes,1
65.0,26136,18927,506,74,4,3.01,12,0.42,High School,Unemployed,Married,No,No,Other,No,0
45.0,44432,241324,721,71,2,11.9,48,0.57,High School,Part-time,Married,Yes,Yes,Other,Yes,0
51.0,134051,143299,512,59,2,8.41,60,0.84,PhD,Full-time,Single,No,No,Auto,Yes,0
32.0,97620,216958,441,117,1,15.41,48,0.75,Master's,Full-time,Single,Yes,Yes,Business,Yes,0
55.0,20179,193979,715,61,1,10.87,48,0.6,Bachelor's,Full-time,Single,No,Yes,Business,No,1
43.0,48267,132169,315,92,1,19.78,12,0.23,Master's,Unemployed,Divorced,Yes,Yes,Business,No,0
56.0,98544,220300,517,35,4,17.03,36,0.64,High School,Full-time,Single,Yes,No,Home,Yes,0
21.0,48853,136834,375,94,2,19.08,24,0.63,Master's,Self-employed,Single,Yes,No,Home,No,1
64.0,110805,34911,441,80,3,20.31,12,0.43,Master's,Part-time,Married,Yes,Yes,Business,No,0
67.0,34809,107920,370,69,1,9.97,48,0.7,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,0
38.0,15032,216709,483,13,4,16.32,48,0.13,Master's,Full-time,Married,No,Yes,Auto,No,1
35.0,15107,211222,626,68,3,24.96,36,0.48,High School,Full-time,Single,No,No,Other,No,1
64.0,54429,83458,329,81,4,12.76,12,0.79,Master's,Part-time,Single,Yes,No,Education,No,1
60.0,36069,72657,659,25,3,7.84,60,0.82,PhD,Part-time,Single,No,Yes,Business,No,0
29.0,77884,161683,445,108,1,24.25,48,0.87,Master's,Self-employed,Single,Yes,Yes,Other,Yes,1
34.0,40347,68104,832,93,4,18.7,24,0.69,PhD,Unemployed,Divorced,No,Yes,Business,No,0
47.0,76078,218372,513,23,3,24.47,12,0.47,High School,Unemployed,Single,No,No,Home,Yes,0
36.0,88764,83266,426,15,1,21.3,48,0.15,High School,Self-employed,Single,No,Yes,Home,No,0
58.0,58006,46408,376,48,3,6.24,48,0.34,PhD,Part-time,Single,No,No,Other,No,1
20.0,92276,64440,305,30,4,3.86,60,0.87,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,1
56.0,21784,239944,365,1,1,19.14,36,0.54,Bachelor's,Unemployed,Divorced,No,No,Business,No,1
57.0,83856,203176,717,33,3,18.58,24,0.13,PhD,Part-time,Single,Yes,Yes,Auto,Yes,0
22.0,83814,193034,345,20,1,4.92,12,0.41,High School,Full-time,Single,No,Yes,Home,No,1
35.0,79581,123398,512,55,4,18.78,36,0.63,PhD,Unemployed,Single,Yes,Yes,Education,Yes,0
26.0,42897,64692,794,80,2,15.07,60,0.87,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,1
32.0,25880,49091,786,59,1,19.64,60,0.19,High School,Part-time,Married,No,No,Education,No,1
45.0,29210,159031,588,102,2,12.14,24,0.31,PhD,Part-time,Divorced,No,No,Auto,No,0
46.0,47582,47286,604,49,3,4.8,12,0.36,High School,Full-time,Single,Yes,Yes,Home,Yes,0
55.0,49497,16770,338,92,1,16.81,36,0.44,PhD,Part-time,Divorced,Yes,Yes,Education,No,0
19.0,110132,28074,684,53,2,20.22,24,0.77,Master's,Unemployed,Divorced,Yes,Yes,Home,Yes,1
22.0,117649,137243,339,75,1,23.99,36,0.68,High School,Full-time,Divorced,No,No,Home,Yes,1
31.0,71712,51789,432,51,2,9.71,12,0.36,High School,Self-employed,Divorced,No,Yes,Auto,No,1
49.0,93534,80290,331,3,3,20.27,36,0.48,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
51.0,104765,138086,507,10,3,7.66,24,0.1,High School,Self-employed,Divorced,Yes,Yes,Auto,No,1
54.0,80591,130485,814,47,4,23.45,60,0.63,PhD,Part-time,Married,Yes,No,Auto,Yes,1
63.0,101556,71258,508,65,3,11.39,12,0.21,Master's,Unemployed,Single,No,Yes,Home,Yes,0
43.0,76791,75366,377,69,3,15.96,24,0.27,PhD,Self-employed,Married,Yes,Yes,Education,No,0
25.0,18096,205336,580,72,2,10.07,48,0.17,High School,Unemployed,Single,No,No,Business,No,1
30.0,20208,122863,792,28,2,17.03,24,0.45,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
34.0,109103,139948,746,76,4,3.14,48,0.74,PhD,Unemployed,Single,Yes,Yes,Education,Yes,0
65.0,65387,183005,804,50,1,7.65,36,0.6,PhD,Self-employed,Married,Yes,No,Home,No,1
37.0,146834,123338,637,93,2,17.05,36,0.45,Bachelor's,Self-employed,Single,No,No,Other,No,0
63.0,82109,108194,409,103,3,14.58,12,0.26,PhD,Self-employed,Married,No,No,Auto,Yes,0
57.0,136158,95040,636,47,1,6.1,36,0.48,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,0
19.0,77997,183731,820,63,4,22.29,12,0.87,Master's,Unemployed,Married,Yes,No,Other,No,1
24.0,135335,53286,824,43,3,2.89,24,0.56,Master's,Full-time,Divorced,Yes,No,Home,No,0
22.0,139944,162805,783,40,1,18.73,48,0.3,High School,Part-time,Divorced,No,No,Education,Yes,1
40.0,68456,180506,414,76,2,14.26,48,0.8,Master's,Unemployed,Single,Yes,No,Other,No,0
25.0,53567,78969,435,79,4,20.67,12,0.25,PhD,Self-employed,Divorced,No,No,Home,Yes,1
31.0,53929,238797,808,0,4,14.85,24,0.62,Bachelor's,Full-time,Single,Yes,Yes,Education,No,1
28.0,28113,99121,398,111,2,16.13,12,0.66,High School,Unemployed,Divorced,Yes,Yes,Education,No,1
54.0,78738,77434,550,45,4,16.2,60,0.26,High School,Full-time,Single,No,No,Business,Yes,0
68.0,45169,35296,837,119,3,4.46,24,0.4,High School,Self-employed,Single,Yes,No,Other,Yes,0
37.0,81746,111947,465,46,4,21.08,12,0.18,PhD,Part-time,Single,Yes,Yes,Business,Yes,1
44.0,76581,172656,320,25,4,16.42,48,0.17,PhD,Part-time,Married,No,No,Auto,No,1
61.0,35378,224428,436,93,4,15.65,36,0.61,High School,Unemployed,Single,Yes,Yes,Other,No,1
53.0,125484,141931,766,64,1,5.55,48,0.3,High School,Full-time,Married,No,No,Auto,Yes,0
36.0,72761,12072,320,108,4,12.79,12,0.75,PhD,Unemployed,Married,No,No,Business,Yes,0
58.0,91329,30563,744,83,3,16.23,36,0.55,Master's,Full-time,Married,Yes,Yes,Business,No,0
40.0,29066,235090,622,43,3,19.88,24,0.65,High School,Unemployed,Single,No,Yes,Education,Yes,1
67.0,27769,153328,671,112,1,15.05,12,0.29,High School,Part-time,Single,No,No,Education,No,1
26.0,100717,237025,414,52,1,8.15,12,0.43,PhD,Unemployed,Divorced,Yes,No,Business,No,1
40.0,109706,85588,794,87,2,23.92,12,0.5,Bachelor's,Unemployed,Single,Yes,Yes,Auto,Yes,1
65.0,48489,170422,752,8,3,4.92,48,0.31,PhD,Part-time,Divorced,Yes,Yes,Auto,No,0
53.0,121310,82811,782,9,2,6.82,12,0.19,High School,Part-time,Single,Yes,Yes,Home,No,0
48.0,33362,205046,750,2,2,4.37,60,0.37,High School,Unemployed,Married,No,No,Other,Yes,1
19.0,108715,207546,552,87,2,15.35,24,0.4,Bachelor's,Part-time,Divorced,Yes,No,Other,No,1
19.0,73821,31845,366,46,3,3.68,48,0.22,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,0
41.0,18283,218350,512,60,2,23.98,48,0.75,High School,Full-time,Married,No,No,Business,No,1
47.0,98116,187276,574,15,3,6.95,12,0.13,High School,Unemployed,Married,No,Yes,Other,Yes,1
19.0,122877,199657,459,116,3,4.67,12,0.3,High School,Full-time,Married,No,No,Business,Yes,1
57.0,18783,233911,479,111,4,6.58,60,0.8,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
29.0,25968,244839,569,14,4,15.42,48,0.17,High School,Unemployed,Divorced,Yes,No,Other,Yes,1
57.0,139474,97271,694,53,3,2.86,48,0.9,Bachelor's,Part-time,Married,No,Yes,Business,No,0
59.0,72692,101557,684,56,3,6.49,24,0.39,High School,Unemployed,Divorced,Yes,No,Auto,No,0
23.0,76577,104316,597,40,1,23.16,36,0.73,Master's,Part-time,Single,Yes,No,Education,Yes,0
22.0,65485,61929,539,72,3,23.53,24,0.64,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,0
32.0,124365,166666,462,88,4,10.83,24,0.37,PhD,Self-employed,Married,No,No,Business,Yes,0
58.0,74522,69639,334,40,2,6.13,24,0.37,Master's,Unemployed,Married,Yes,Yes,Auto,Yes,0
63.0,121439,119115,625,114,4,12.49,12,0.12,Master's,Unemployed,Divorced,Yes,No,Home,No,0
19.0,27531,148197,634,23,1,16.02,12,0.17,High School,Unemployed,Married,No,No,Business,Yes,1
44.0,46418,92628,618,68,2,3.23,48,0.66,Master's,Unemployed,Married,No,No,Education,Yes,0
37.0,139220,54498,564,41,4,9.08,48,0.72,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,1
26.0,104435,237166,496,16,4,16.9,48,0.44,PhD,Self-employed,Single,No,No,Education,No,1
64.0,51018,220468,344,67,2,24.03,60,0.47,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,0
68.0,29397,26666,305,86,2,12.07,36,0.31,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
38.0,105691,125658,439,91,4,21.02,24,0.82,Bachelor's,Part-time,Divorced,No,No,Education,No,1
29.0,133027,45432,461,88,1,15.02,48,0.23,Master's,Part-time,Divorced,Yes,Yes,Other,Yes,0
36.0,112281,134192,445,49,1,10.95,36,0.76,High School,Part-time,Married,No,Yes,Auto,Yes,1
40.0,41638,131295,618,8,3,9.43,48,0.13,PhD,Full-time,Single,No,Yes,Other,No,0
36.0,101932,11760,561,87,2,11.96,36,0.37,Master's,Self-employed,Single,No,No,Home,Yes,0
47.0,33582,245096,769,23,1,23.32,48,0.44,PhD,Self-employed,Married,Yes,No,Home,Yes,1
53.0,113617,94586,637,70,1,24.1,24,0.5,Master's,Self-employed,Married,No,No,Other,No,1
38.0,135815,211448,584,5,2,9.21,48,0.85,PhD,Self-employed,Divorced,Yes,Yes,Auto,No,1
56.0,130415,96115,611,29,4,23.24,36,0.64,High School,Full-time,Single,Yes,Yes,Other,Yes,0
52.0,119490,183227,815,103,2,22.74,60,0.38,Master's,Full-time,Married,Yes,Yes,Business,No,1
38.0,122613,57630,320,95,3,19.19,12,0.86,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
43.0,86801,218378,603,86,4,5.5,12,0.68,PhD,Unemployed,Divorced,No,Yes,Education,No,1
64.0,45197,44879,674,43,2,18.15,48,0.64,High School,Self-employed,Single,Yes,Yes,Auto,Yes,1
29.0,30387,97585,830,46,3,9.08,36,0.42,PhD,Self-employed,Divorced,Yes,No,Other,Yes,0
21.0,149593,35749,552,81,1,15.91,12,0.37,Master's,Unemployed,Single,Yes,No,Home,No,1
68.0,38974,150583,453,37,3,21.62,12,0.41,PhD,Full-time,Single,Yes,No,Education,No,1
67.0,22563,220185,763,53,2,5.78,48,0.9,High School,Unemployed,Single,Yes,Yes,Education,No,0
50.0,66249,158393,476,61,2,24.58,24,0.6,Master's,Full-time,Married,Yes,Yes,Home,Yes,1
28.0,127243,138277,843,112,2,7.64,60,0.29,Master's,Full-time,Married,Yes,No,Auto,No,0
25.0,122840,158186,843,112,3,7.8,48,0.62,Master's,Self-employed,Divorced,No,No,Home,Yes,0
42.0,15589,78390,739,89,2,18.69,12,0.64,PhD,Self-employed,Divorced,No,Yes,Other,Yes,1
63.0,80594,17915,781,117,4,15.75,36,0.13,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
59.0,55045,37688,594,90,2,19.44,24,0.87,PhD,Part-time,Married,No,Yes,Business,Yes,0
31.0,55905,105601,420,57,3,21.73,12,0.8,High School,Full-time,Single,Yes,No,Business,Yes,0
40.0,42482,31637,591,61,4,13.2,60,0.15,Master's,Unemployed,Married,No,No,Home,No,0
33.0,49766,226182,332,32,4,7.99,36,0.37,Master's,Self-employed,Single,No,Yes,Home,Yes,1
49.0,147281,93916,378,36,2,23.63,60,0.24,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,1
32.0,20912,82813,754,4,4,2.14,36,0.45,PhD,Full-time,Married,No,Yes,Home,No,0
61.0,139433,248078,721,52,4,5.07,36,0.2,Master's,Full-time,Divorced,No,Yes,Business,No,0
46.0,144702,199515,308,10,3,20.22,36,0.68,PhD,Part-time,Divorced,Yes,Yes,Business,Yes,0
24.0,31099,174638,386,18,4,13.8,60,0.4,High School,Unemployed,Single,No,No,Home,No,1
32.0,118181,72935,627,81,1,6.86,48,0.15,PhD,Self-employed,Single,Yes,No,Other,Yes,1
58.0,32535,115422,461,100,4,24.32,48,0.38,Master's,Part-time,Single,Yes,Yes,Other,Yes,1
49.0,19958,197582,417,3,2,17.7,24,0.16,Master's,Unemployed,Single,No,Yes,Education,No,1
57.0,69106,11669,613,61,4,20.45,60,0.52,High School,Full-time,Single,No,Yes,Home,No,0
60.0,128698,48713,455,53,1,2.71,24,0.43,High School,Part-time,Divorced,Yes,No,Education,Yes,1
40.0,17759,180620,545,61,1,15.82,24,0.2,PhD,Unemployed,Divorced,Yes,No,Home,Yes,1
44.0,75523,221788,782,21,2,14.69,12,0.36,PhD,Unemployed,Divorced,Yes,No,Education,No,0
41.0,15098,194851,308,66,4,15.56,60,0.72,Bachelor's,Self-employed,Single,No,Yes,Other,No,1
21.0,111947,166932,481,82,4,21.82,36,0.36,PhD,Unemployed,Single,No,No,Home,No,1
23.0,38115,105214,687,82,3,12.73,24,0.25,Master's,Part-time,Divorced,No,No,Business,No,0
28.0,35319,117907,339,115,4,20.0,48,0.69,Bachelor's,Self-employed,Single,Yes,Yes,Business,Yes,0
27.0,106809,93563,597,109,3,14.06,12,0.28,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
30.0,36123,57531,596,31,4,12.2,24,0.88,PhD,Self-employed,Married,Yes,No,Education,No,1
41.0,29608,98153,649,54,4,22.29,24,0.22,PhD,Part-time,Single,Yes,No,Education,No,0
18.0,104679,20523,315,0,4,6.58,48,0.53,Bachelor's,Unemployed,Single,No,No,Auto,No,1
37.0,86787,27553,555,65,1,7.17,48,0.26,Bachelor's,Self-employed,Divorced,No,No,Business,No,0
62.0,81451,138005,673,114,4,24.17,60,0.56,Bachelor's,Unemployed,Single,Yes,No,Home,No,0
59.0,89366,134821,776,13,3,22.59,60,0.12,PhD,Self-employed,Divorced,Yes,Yes,Business,No,1
59.0,128958,233421,732,114,1,12.47,24,0.71,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,0
38.0,19921,121085,391,26,3,13.13,12,0.6,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,1
